filghtId,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,duration,days_left,filghtId,price
278028,Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,21.08,14,278028,58315
281470,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,17.17,23,281470,56702
266573,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,14.08,38,266573,64831
257511,Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,14.92,26,257511,56476
268942,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,13.08,28,268942,60978
277234,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,16.5,49,277234,51875
287794,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,7.08,5,287794,65872
258725,Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,13.17,45,258725,56476
283245,Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,15.92,7,283245,61899
257771,Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,18.08,30,257771,56476
217118,Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,19.17,20,217118,65529
265523,Air_India,AI-526,Kolkata,Evening,one,Night,Mumbai,4.92,24,265523,37526
207331,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,18.33,8,207331,36577
264154,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,7.83,5,264154,62591
250825,Vistara,UK-818,Bangalore,Evening,one,Early_Morning,Mumbai,12.25,26,250825,84028
232769,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,11.33,33,232769,69168
284846,Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,16.75,39,284846,51707
220194,Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,12.58,21,220194,39321
256510,Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,22.33,11,256510,37985
261190,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,12.92,48,261190,44280
231678,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,18.5,21,231678,54608
220205,Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,19.5,21,220205,47217
210837,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,12.67,39,210837,53164
208076,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,2.25,15,208076,22152
208615,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,13.83,19,208615,69113
256848,Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,11.42,16,256848,56588
262289,Air_India,AI-747,Kolkata,Night,one,Night,Delhi,24.67,19,262289,57939
271166,Vistara,UK-708,Kolkata,Night,one,Morning,Hyderabad,13.25,21,271166,52175
255342,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Kolkata,16.92,40,255342,51817
226478,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,7.17,16,226478,59021
265208,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,5.42,19,265208,62591
224675,Air_India,AI-485,Delhi,Early_Morning,one,Afternoon,Chennai,8.25,45,224675,48948
288108,Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Delhi,2.67,11,288108,27792
256301,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,9,7,256301,64025
266334,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,14.75,35,266334,50271
245613,Air_India,AI-507,Bangalore,Early_Morning,one,Night,Delhi,17.42,12,245613,39847
246357,Vistara,UK-867,Bangalore,Afternoon,one,Late_Night,Delhi,11.92,21,246357,48298
242030,Vistara,UK-825,Mumbai,Morning,zero,Morning,Chennai,2.08,10,242030,23898
262210,Air_India,AI-729,Kolkata,Morning,one,Evening,Delhi,8.83,18,262210,42746
221316,Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,14.58,40,221316,51697
229122,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,5.58,41,229122,53152
261157,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,11.25,47,261157,60396
233986,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,14.92,47,233986,66928
214766,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,2.75,36,214766,32859
274863,Vistara,UK-870,Hyderabad,Night,zero,Night,Delhi,2.25,5,274863,24234
292808,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,9.5,39,292808,80566
253304,Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,8.33,9,253304,70588
224486,Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,11.08,42,224486,60232
297731,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,9.83,42,297731,54896
218246,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,22.33,37,218246,43376
255587,Air_India,AI-507,Bangalore,Early_Morning,one,Morning,Kolkata,25.58,44,255587,31432
242477,Vistara,UK-827,Mumbai,Night,zero,Night,Chennai,2.08,16,242477,23898
239667,Air_India,AI-809,Mumbai,Morning,one,Evening,Hyderabad,9.33,25,239667,45693
252999,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,10.08,5,252999,60508
260209,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,12.25,29,260209,60396
232335,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,11.33,28,232335,69168
279195,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,17.42,32,279195,52715
266762,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Mumbai,20.67,41,266762,50271
291688,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,26.58,23,291688,31622
229749,Air_India,AI-570,Mumbai,Early_Morning,one,Evening,Delhi,14.5,47,229749,50957
245001,Vistara,UK-850,Bangalore,Evening,one,Evening,Delhi,21,4,245001,54841
289632,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,7.25,37,289632,53440
208300,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,20.58,17,208300,32646
295587,Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,8.08,43,295587,60260
256944,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,5.58,18,256944,37985
230762,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,9.5,10,230762,95819
258134,Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,10.17,36,258134,56588
229247,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,14.42,42,229247,53152
266653,Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,14.75,39,266653,64831
225868,Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,10.83,10,225868,71513
218791,Air_India,AI-453,Delhi,Early_Morning,one,Evening,Kolkata,13.67,45,218791,40084
250189,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,14,19,250189,69244
258279,Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,26.08,38,258279,56588
287562,Air_India,AI-541,Hyderabad,Evening,one,Night,Chennai,7.33,48,287562,51595
256172,Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,15.42,5,256172,74480
238486,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Hyderabad,11.33,9,238486,45693
208690,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,24.83,20,208690,50969
221831,Air_India,AI-439,Delhi,Early_Morning,one,Night,Hyderabad,14.58,49,221831,42546
263067,Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,16.67,33,263067,57939
290874,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,10.75,10,290874,78897
239898,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Hyderabad,15.58,28,239898,45693
295920,Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,10.17,49,295920,60260
272758,Air_India,AI-773,Kolkata,Evening,one,Early_Morning,Chennai,14.08,6,272758,55087
293127,Vistara,UK-838,Chennai,Night,one,Night,Mumbai,23,44,293127,64113
293699,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,11.17,8,293699,44144
275597,Air_India,AI-525,Hyderabad,Early_Morning,one,Afternoon,Delhi,6.92,18,275597,47586
228236,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,17.58,33,228236,41101
247186,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,12,31,247186,57081
298302,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,14.17,8,298302,51345
281460,Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,10.08,23,281460,56702
219329,Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,20.17,5,219329,66481
254915,Vistara,UK-657,Bangalore,Morning,one,Evening,Kolkata,8.08,33,254915,67094
232941,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,8.67,35,232941,66928
278446,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,9.92,21,278446,45883
270821,Vistara,UK-706,Kolkata,Morning,one,Evening,Hyderabad,6.75,14,270821,52175
241951,Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,11.5,8,241951,82877
255631,Air_India,AI-503,Bangalore,Evening,one,Morning,Kolkata,15.17,44,255631,60508
276571,Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,6,37,276571,39555
220058,Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,13.42,18,220058,53937
294464,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,12.25,22,294464,44144
255310,Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,25.33,39,255310,60508
208114,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,23.75,15,208114,41281
241925,Air_India,AI-867,Mumbai,Night,one,Afternoon,Chennai,15.17,8,241925,61709
260646,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Night,Chennai,34.33,37,260646,66778
242291,Vistara,UK-902,Mumbai,Afternoon,one,Night,Chennai,7,13,242291,61933
215396,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,13.33,43,215396,49177
208047,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,12.17,14,208047,53164
292949,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,5.67,42,292949,49553
291138,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,11.25,14,291138,69713
210240,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,15.75,34,210240,41113
286430,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,9.67,25,286430,84075
273975,Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,25.5,32,273975,55983
276379,Air_India,AI-698,Hyderabad,Night,one,Night,Delhi,23,33,276379,39499
242087,Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai,8.08,10,242087,69885
245494,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,6,10,245494,62793
243199,Air_India,AI-671,Mumbai,Morning,zero,Morning,Chennai,1.92,26,243199,23484
225815,Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,22.25,10,225815,41101
280678,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,4.83,10,280678,38099
18755,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Bangalore,8.67,43,18755,4205
223884,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,15.17,33,223884,45672
239901,Air_India,AI-888,Mumbai,Evening,one,Morning,Hyderabad,16.92,28,239901,45693
257356,Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,11.42,24,257356,56588
261619,Vistara,UK-708,Kolkata,Night,zero,Night,Delhi,2.33,8,261619,28510
229366,Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,2.08,44,229366,22140
215537,Air_India,AI-624,Delhi,Evening,one,Early_Morning,Bangalore,12.92,45,215537,42457
258690,Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,17.83,45,258690,37985
257948,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,15.92,33,257948,56588
213616,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,6.08,22,213616,49177
224648,Air_India,AI-542,Delhi,Morning,one,Night,Chennai,12.83,45,224648,38626
291528,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,9.33,20,291528,64113
209436,Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,25.08,27,209436,40447
236103,Air_India,AI-635,Mumbai,Early_Morning,one,Afternoon,Kolkata,7.42,26,236103,49725
229755,Vistara,UK-823,Mumbai,Evening,one,Morning,Delhi,16.08,47,229755,51372
287303,Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,11.25,43,287303,45189
287223,Air_India,AI-543,Hyderabad,Morning,one,Night,Chennai,12.25,41,287223,51595
285593,Vistara,UK-890,Hyderabad,Evening,one,Evening,Chennai,22.67,7,285593,51707
285020,Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,25.92,42,285020,60074
250775,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,12.25,26,250775,54684
290853,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,9.33,10,290853,64113
231300,Air_India,AI-611,Mumbai,Morning,one,Afternoon,Bangalore,25.67,17,231300,42546
211813,Air_India,AI-560,Delhi,Early_Morning,one,Morning,Mumbai,26.58,48,211813,41113
208561,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,2.17,19,208561,42424
240878,Vistara,UK-986,Mumbai,Night,one,Morning,Hyderabad,10.92,41,240878,52380
234288,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,17.92,3,234288,92397
227034,Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,5.33,22,227034,31450
219204,Air_India,AI-506,Delhi,Morning,one,Morning,Hyderabad,23.08,3,219204,45525
255399,Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,21.83,41,255399,51817
277101,Air_India,AI-780,Hyderabad,Afternoon,one,Night,Delhi,10.67,47,277101,37846
242819,Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,9.5,20,242819,68743
253671,Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,22.25,15,253671,51817
251431,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,10.33,33,251431,69244
251224,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,16.33,31,251224,54684
206979,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,15.42,4,206979,80470
231290,Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,1.67,17,231290,20684
279813,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,5.75,41,279813,66267
247996,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,6,41,247996,54841
254147,Vistara,UK-846,Bangalore,Morning,one,Morning,Kolkata,25.17,22,254147,51817
265765,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Mumbai,19.58,27,265765,50271
294293,Air_India,AI-440,Chennai,Early_Morning,one,Late_Night,Bangalore,18,18,294293,60260
285028,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,11.42,43,285028,48851
271445,Vistara,UK-774,Kolkata,Night,one,Early_Morning,Hyderabad,11.25,27,271445,49207
273993,Air_India,AI-743,Kolkata,Morning,two_or_more,Night,Chennai,13.67,32,273993,69125
290849,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,13.08,10,290849,61873
236751,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,14.08,33,236751,72237
278532,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,17.42,22,278532,52715
243520,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Chennai,15.58,30,243520,49613
259550,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Chennai,31.17,16,259550,67842
210945,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,7.58,40,210945,53164
234341,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,17.92,4,234341,87917
212454,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,10,8,212454,54777
287149,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,10.17,40,287149,41314
263992,Air_India,AI-402,Kolkata,Morning,one,Morning,Mumbai,23.75,2,263992,54852
268179,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,9.83,16,268179,60978
252393,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,16.75,44,252393,61404
219774,Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,13.42,13,219774,53937
242706,Air_India,AI-687,Mumbai,Afternoon,one,Night,Chennai,7.58,19,242706,49613
268361,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,25.67,19,268361,52287
285934,Vistara,UK-830,Hyderabad,Morning,one,Night,Chennai,9.92,15,285934,51707
256727,Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,16.92,14,256727,56588
218181,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,23.92,36,218181,43376
228336,Vistara,UK-877,Mumbai,Morning,one,Night,Delhi,12.08,34,228336,41269
252152,Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,14.08,41,252152,76681
207216,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,8,7,207216,32646
226060,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,12.67,12,226060,53152
256359,Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,25.08,8,256359,56588
211875,Air_India,AI-475,Delhi,Afternoon,one,Afternoon,Mumbai,24.67,49,211875,29776
263956,Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,12.58,49,263956,66063
233707,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Bangalore,13.08,44,233707,54608
234721,Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,21.67,9,234721,72125
219094,Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,7.08,49,219094,65529
244210,Vistara,UK-988,Mumbai,Night,one,Evening,Chennai,19.42,39,244210,69885
272583,Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,21.25,49,272583,52175
251399,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,14.25,33,251399,54684
221578,Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,15.58,45,221578,39377
283736,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,17.67,18,283736,51707
262491,Air_India,AI-781,Kolkata,Afternoon,one,Evening,Delhi,28,23,262491,42746
263814,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,2.42,47,263814,29406
250110,Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,15.5,18,250110,69244
251956,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,12.08,39,251956,62524
239603,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,18.5,24,239603,45693
227398,Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,11.67,25,227398,47205
249990,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,11.08,17,249990,62524
207962,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,2.17,14,207962,22152
260098,Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,13.58,27,260098,49992
213835,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,2.67,25,213835,32859
209251,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,5.75,25,209251,53164
258148,Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,18.75,36,258148,56588
282925,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,14.42,48,282925,56702
288003,Air_India,AI-766,Chennai,Morning,one,Evening,Delhi,6.67,9,288003,47585
245277,Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Delhi,2.58,8,245277,32923
285512,Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,23.67,5,285512,51707
269741,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,10.17,41,269741,60978
228954,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,2.17,40,228954,34460
267497,Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,26.25,5,267497,60978
252124,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,14.42,41,252124,61404
254376,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,13,25,254376,60508
239572,Vistara,UK-996,Mumbai,Evening,one,Afternoon,Hyderabad,18.08,23,239572,68317
224694,Vistara,UK-977,Delhi,Evening,one,Evening,Chennai,25,45,224694,60232
272383,Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Hyderabad,26.25,45,272383,52175
254175,Air_India,AI-808,Bangalore,Night,one,Afternoon,Kolkata,17.5,22,254175,60508
221793,Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,8.08,48,221793,51697
217630,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,10.67,28,217630,43376
282012,Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,5.67,32,282012,63277
280983,Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,20.17,15,280983,41974
288289,Vistara,UK-838,Chennai,Night,zero,Night,Delhi,2.83,14,288289,40224
211814,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,2.17,48,211814,42312
237347,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,23.58,41,237347,80861
290448,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,2.08,4,290448,30144
223136,Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,11.08,21,223136,60232
256626,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,5.58,13,256626,37985
255532,Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,21.83,43,255532,51817
233905,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,8.67,46,233905,66928
219910,Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,25.58,16,219910,39321
226087,Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,3.67,13,226087,22140
291040,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,15.08,13,291040,49553
263135,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,16.08,34,263135,66063
241691,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,7.83,5,241691,57565
238675,Vistara,UK-996,Mumbai,Evening,one,Afternoon,Hyderabad,18.08,11,238675,60365
277169,Air_India,AI-546,Hyderabad,Night,one,Evening,Delhi,21.17,48,277169,42724
280020,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,6.42,45,280020,45995
276442,Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,15.67,34,276442,51875
265874,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,11.75,28,265874,70431
264785,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,9.83,13,264785,64831
284149,Air_India,AI-543,Hyderabad,Morning,one,Night,Kolkata,11,26,284149,51707
292831,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,13.83,40,292831,49553
263779,Air_India,AI-773,Kolkata,Evening,one,Night,Delhi,27.58,46,263779,53743
254694,Air_India,AI-501,Bangalore,Afternoon,one,Night,Kolkata,9,30,254694,60508
266958,Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,5.75,44,266958,50271
226066,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,7.17,12,226066,59021
214002,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,15.08,26,214002,57017
284659,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,27.92,36,284659,48851
291943,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,10,26,291943,80566
255672,Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,12.67,45,255672,60508
271198,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,14.25,22,271198,49207
235377,Vistara,UK-902,Mumbai,Afternoon,one,Night,Kolkata,7,17,235377,62045
253783,Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,23.92,16,253783,69625
208748,Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,14.75,21,208748,29776
280643,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,15.83,9,280643,56702
210280,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,11.33,34,210280,53164
231074,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,13.92,14,231074,62448
261275,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Chennai,17.42,49,261275,60396
207703,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,5.5,11,207703,53164
212420,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,2.75,8,212420,32859
223687,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,5.58,30,223687,45672
299220,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,11.17,30,299220,41064
250691,Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,14.25,25,250691,54684
228028,Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,27.5,31,228028,44013
220145,Air_India,AI-807,Delhi,Evening,one,Morning,Hyderabad,15.5,20,220145,44405
277694,Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,15,9,277694,59290
220575,Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,23,27,220575,53937
297660,Air_India,AI-440,Chennai,Early_Morning,one,Morning,Kolkata,26.83,40,297660,55377
280704,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,12.08,10,280704,56702
294117,Air_India,AI-430,Chennai,Morning,one,Late_Night,Bangalore,14.25,15,294117,60260
281290,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,9.92,20,281290,56702
273984,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Chennai,19.42,32,273984,55983
275588,Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,21.08,18,275588,39499
287393,Air_India,AI-616,Hyderabad,Morning,one,Early_Morning,Chennai,22.83,45,287393,40843
268634,Air_India,AI-402,Kolkata,Morning,one,Late_Night,Bangalore,13.75,23,268634,60978
263195,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,16.08,35,263195,66063
260859,Vistara,UK-854,Bangalore,Evening,one,Night,Chennai,4.67,42,260859,44280
238855,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,14.42,14,238855,45693
252674,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,7,47,252674,74956
269849,Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,12.42,43,269849,52287
243556,Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,14,30,243556,64173
294222,Vistara,UK-834,Chennai,Evening,one,Morning,Bangalore,18.67,17,294222,60260
266969,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,14.25,44,266969,50271
286381,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,10.17,25,286381,41314
245436,Air_India,AI-501,Bangalore,Afternoon,zero,Afternoon,Delhi,2.58,10,245436,32923
282372,Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,12.42,39,282372,38099
276763,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,15.08,40,276763,51875
227693,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,6.33,28,227693,41269
273270,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,9.17,17,273270,55983
289860,Air_India,AI-766,Chennai,Morning,one,Night,Delhi,12.67,41,289860,47585
223244,Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,10.42,23,223244,52392
